管理番号,登録年月日,設計書コード,実施年度,管轄土木事務所,管轄事務所コード,ボーリング業者,市町村,市町村コード,大字,ボーリング名,完了,ボーリング連番,採取日,緯度_度,緯度_分,緯度_秒,経度_度,経度_分,経度_秒,測地系,孔口標高（m）,掘進長（m）,柱状図区分,関連ファイル名,緯度(10進),経度(10進),市町村(逆ジオコード),区域(逆ジオコード)
12605020502,2014/12/01,126050205,平成26年度,栃木県栃木土木事務所,05,須田地下工機株式会社,,09364,上高谷,NO.2,2014/12/08,0002,2014-10-20,36,14,13.0000,139,45,55.0000,1,25.36,8.45,土質,12605020502.pdf,36.23694444,139.76527778,野木町,佐川野
12606009701,2014/12/08,126060097,平成26年度,栃木県矢板土木事務所,06,福原地質基礎株式会社,,09384,芦場新田,NO.B-1,2014/12/02,1,2014-12-2,36,46,12.4700,139,50,05.2800,1,266.54,7.04,岩盤,12606009701.pdf,36.77013056,139.8348,塩谷町,芦場新田
12606009702,2014/12/08,126060097,平成26年度,栃木県矢板土木事務所,06,福原地質基礎株式会社,,09384,芦場新田,NO.B-2,2014/12/02,2,2014-12-2,36,46,12.1100,139,50,05.9800,1,261.76,10.03,岩盤,12606009702.pdf,36.77003056,139.83499444,塩谷町,芦場新田
12606009703,2014/12/08,126060097,平成26年度,栃木県矢板土木事務所,06,福原地質基礎株式会社,,09384,芦場新田,NO.B-3,2014/12/02,3,2014-12-2,36,46,11.6800,139,50,07.6200,1,265.60,9.22,岩盤,12606009703.pdf,36.76991111,139.83545,塩谷町,芦場新田
12606009704,2014/12/08,126060097,平成26年度,栃木県矢板土木事務所,06,福原地質基礎株式会社,,09384,芦場新田,NO.B-4,2014/12/02,4,2014-12-2,36,46,10.9700,139,50,06.0700,1,260.06,13.15,岩盤,12606009704.pdf,36.76971389,139.83501944,塩谷町,芦場新田
12606009705,2014/12/08,126060097,平成26年度,栃木県矢板土木事務所,06,福原地質基礎株式会社,,09384,芦場新田,NO.B-5,2014/12/02,5,2014-12-2,36,46,11.8500,139,50,06.6700,1,262.39,11.18,岩盤,12606009705.pdf,36.76995833,139.83518611,塩谷町,芦場新田
12607001601,2014/06/06,126070016,平成26年度,栃木県大田原土木事務所,07,パスキン工業株式会社,,09409,島方,B-3(右岸下流側),2014/06/20,0001,2014-5-15,36,55,40.0000,140,00,45.0000,1,268.90,9.38,土質,12607001601.pdf,36.92777778,140.0125,那須塩原市,大原間西
12607012801,2014/11/05,126070128,平成26年度,栃木県大田原土木事務所,07,須田地下工機株式会社,,09210,,NO.1,2014/10/10,0001,2014-9-10,36,51,45.0000,139,58,11.0000,1,235.00,6.45,土質,12607012801.pdf,36.8625,139.96972222,那須塩原市,二区町
12607012802,2014/11/05,126070128,平成26年度,栃木県大田原土木事務所,07,須田地下工機株式会社,,09210,,NO.2,2014/10/10,0002,2014-9-12,36,51,37.0000,139,58,05.0000,1,233.64,6.45,土質,12607012802.pdf,36.86027778,139.96805556,那須塩原市,二区町
12607020801,2015/01/30,126070208,平成26年度,栃木県大田原土木事務所,07,株式会社アーステック,,09210,南方,B-1,2015/01/21,0001,2014-12-24,36,55,21.2600,140,14,29.4000,1,550.35,8.01,岩盤,12607020801.pdf,36.92257222,140.2415,大田原市,
12607020802,2015/01/30,126070208,平成26年度,栃木県大田原土木事務所,07,株式会社アーステック,,09210,南方,B-2,2015/01/21,0002,2014-12-27,36,55,21.3700,140,14,29.9900,1,549.71,8.06,岩盤,12607020802.pdf,36.92260278,140.24166389,大田原市,
12607022001,2015/03/05,126070220,平成26年度,栃木県大田原土木事務所,07,芙蓉地質株式会社,,09212,上黒磯,H26-No.1,2015/02/27,0001,2014-12-2,36,59,11.8500,140,02,22.1200,1,302.05,13.03,土質,12607022001.pdf,36.986625,140.03947778,那須塩原市,黒磯
12607022002,2015/03/05,126070220,平成26年度,栃木県大田原土木事務所,07,芙蓉地質株式会社,,09212,上黒磯,H26-No.2,2015/02/27,0002,2014-12-3,36,59,15.9900,140,02,21.8900,1,298.53,11.27,土質,12607022002.pdf,36.987775,140.03941389,那須塩原市,黒磯
12607022003,2015/03/05,126070220,平成26年度,栃木県大田原土木事務所,07,芙蓉地質株式会社,,09212,上黒磯,H26-No.3,2015/02/27,0003,2014-12-12,36,59,21.8500,140,02,20.6500,1,298.84,10.41,土質,12607022003.pdf,36.98940278,140.03906944,那須町,高久甲
12607022004,2015/03/05,126070220,平成26年度,栃木県大田原土木事務所,07,芙蓉地質株式会社,,09212,上黒磯,H26-No.4,2015/02/27,0004,2014-11-15,36,59,26.9600,140,02,21.3700,1,303.86,10.44,土質,12607022004.pdf,36.99082222,140.03926944,那須町,高久甲
12607022005,2015/03/05,126070220,平成26年度,栃木県大田原土木事務所,07,芙蓉地質株式会社,,09212,上黒磯,H26-No.5,2015/02/27,0005,2014-11-19,36,59,31.6500,140,02,22.9900,1,307.95,6.25,土質,12607022005.pdf,36.992125,140.03971944,那須町,高久甲
12607022006,2015/03/05,126070220,平成26年度,栃木県大田原土木事務所,07,芙蓉地質株式会社,,09212,上黒磯,H26-No.6,2015/02/27,0006,2014-11-22,36,59,31.0000,140,02,26.0000,1,307.88,8.34,土質,12607022006.pdf,36.99194444,140.04055556,那須町,高久甲
12607022007,2015/03/05,126070220,平成26年度,栃木県大田原土木事務所,07,芙蓉地質株式会社,,09212,上黒磯,H26-No.7,2015/02/27,0007,2014-11-15,36,59,36.1200,140,02,28.9600,1,328.68,17.43,土質,12607022007.pdf,36.99336667,140.04137778,那須町,高久甲
12607022501,2014/12/19,126070225,平成26年度,栃木県大田原土木事務所,07,株式会社中央土木工学研究所,,09409,三島,B-1,2014/12/18,0001,2014-11-26,36,53,18.9520,139,58,12.4480,1,256.88,6.00,土質,12607022501.pdf,36.88859778,139.97012444,那須塩原市,西三島
12607023801,2015/02/26,126070238,平成26年度,栃木県大田原土木事務所,07,福原地質基礎株式会社,,09407,芦野,NO.B-1,2015/02/18,1,2015-2-18,36,59,17.7900,140,10,00.4800,1,281.71,8.03,岩盤,12607023801.pdf,36.988275,140.1668,那須町,
12607023802,2015/02/26,126070238,平成26年度,栃木県大田原土木事務所,07,福原地質基礎株式会社,,09407,芦野,NO.B-2,2015/02/18,2,2015-2-18,36,59,17.4000,140,10,00.0900,1,280.89,10.02,岩盤,12607023802.pdf,36.98816667,140.16669167,那須町,
12607023803,2015/02/26,126070238,平成26年度,栃木県大田原土木事務所,07,福原地質基礎株式会社,,09407,芦野,NO.B-3,2015/02/18,3,2015-2-18,36,59,16.8200,140,9,59.5500,1,282.53,8.03,岩盤,12607023803.pdf,36.98800556,140.16654167,那須町,
12608007801,2014/11/26,126080078,平成26年度,栃木県烏山土木事務所,08,芙蓉地質株式会社,,09402,神長下,No.2 B-1 (No.2 C),2014/11/18,0001,2014-10-1,36,38,59.0000,140,08,23.0000,1,106.39,5.00,土質,12608007801.pdf,36.64972222,140.13972222,那須烏山市,神長
12608007802,2014/11/26,126080078,平成26年度,栃木県烏山土木事務所,08,芙蓉地質株式会社,,09402,神長下,No.7 B-1(No.7L0.4m),2014/11/18,0002,2014-10-4,36,39,08.0000,140,08,26.0000,1,114.38,5.00,土質,12608007802.pdf,36.65222222,140.14055556,那須烏山市,神長
12608007803,2014/11/26,126080078,平成26年度,栃木県烏山土木事務所,08,芙蓉地質株式会社,,09402,神長下,No.7 B-2(No.7L17.6m),2014/11/18,0003,2014-10-11,36,39,01.0000,140,08,26.0000,1,126.57,7.00,土質,12608007803.pdf,36.65027778,140.14055556,那須烏山市,神長
12608009001,2014/12/05,126080090,平成26年度,栃木県烏山土木事務所,08,株式会社中央土木工学研究所,,09403,木戸,B-1,2014/11/28,0001,2014-10-20,36,44,27.4340,140,14,45.7220,1,204.55,11.00,岩盤,12608009001.pdf,36.74095389,140.24603389,那珂川町,
12608009002,2014/12/05,126080090,平成26年度,栃木県烏山土木事務所,08,株式会社中央土木工学研究所,,09403,木戸,B-2,2014/11/28,0002,2014-10-22,36,44,27.9446,140,14,45.1156,1,203.82,8.00,岩盤,12608009002.pdf,36.74109572,140.24586544,那珂川町,
12608012501,2015/03/23,126080125,平成26年度,栃木県烏山土木事務所,08,芙蓉地質株式会社,,09403,岩下,Bor-No.1(右岸橋台),2015/03/20,0001,2015-2-5,36,44,32.0000,140,09,32.0000,1,109.17,9.29,土質,12608012501.pdf,36.74222222,140.15888889,那珂川町,和見
12608012502,2015/03/23,126080125,平成26年度,栃木県烏山土木事務所,08,芙蓉地質株式会社,,09403,岩下,Bor-No.2(左岸橋台),2015/03/20,0002,2015-2-9,36,44,30.0000,140,09,30.0000,1,108.90,9.20,土質,12608012502.pdf,36.74166667,140.15833333,那珂川町,馬頭
12608012503,2015/03/23,126080125,平成26年度,栃木県烏山土木事務所,08,芙蓉地質株式会社,,09403,岩下,Bor-No.3(切土・擁壁),2015/03/20,0003,2015-2-18,36,44,45.0000,140,09,39.0000,1,119.43,10.25,土質,12608012503.pdf,36.74583333,140.16083333,那珂川町,和見
12608015801,2015/02/26,126080158,平成26年度,栃木県烏山土木事務所,08,福原地質基礎株式会社,,09401,上川井,NO.B-1,2015/03/10,1,2015-3-10,36,43,41.9000,140,04,33.5100,1,203.73,21.45,土質,12608015801.pdf,36.72830556,140.075975,那須烏山市,上川井
12608015802,2015/02/26,126080158,平成26年度,栃木県烏山土木事務所,08,福原地質基礎株式会社,,09401,上川井,NO.B-2,2015/03/10,2,2015-3-10,36,43,41.6800,140,04,33.5100,1,206.09,24.45,土質,12608015802.pdf,36.72824444,140.075975,那須烏山市,上川井
12608015803,2015/02/26,126080158,平成26年度,栃木県烏山土木事務所,08,福原地質基礎株式会社,,09401,上川井,NO.B-3,2015/03/10,3,2015-3-10,36,43,11.8500,140,04,04.7400,1,150.02,15.18,土質,12608015803.pdf,36.71995833,140.06798333,さくら市,鹿子畑
12608016201,2015/02/26,126080162,平成26年度,栃木県烏山土木事務所,08,須田地下工機株式会社,,09403,和見,NO.1(右岸A-2),2015/03/10,0001,2015-1-10,36,46,02.0000,140,10,04.0000,1,144.15,8.07,岩盤,12608016201.pdf,36.76722222,140.16777778,那珂川町,和見
12608016202,2015/02/26,126080162,平成26年度,栃木県烏山土木事務所,08,須田地下工機株式会社,,09403,和見,NO.2(左岸A-1),2015/03/10,0002,2015-1-15,36,46,03.0000,140,10,04.0000,1,144.89,6.09,岩盤,12608016202.pdf,36.7675,140.16777778,那珂川町,和見
12610005701,2014/10/20,126100057,平成26年度,栃木県安足土木事務所,10,パスキン工業株式会社,,09202,,No.1,2014/09/24,0001,2014-8-18,36,23,19.0500,139,29,04.7300,1,98.74,7.50,岩盤,12610005701.pdf,36.388625,139.48464722,足利市,名草中町
12610005702,2014/10/20,126100057,平成26年度,栃木県安足土木事務所,10,パスキン工業株式会社,,09202,,No.2,2014/09/24,0002,2014-8-21,36,23,18.1100,139,29,04.7800,1,93.96,7.50,岩盤,12610005702.pdf,36.38836389,139.48466111,足利市,名草中町
12610005703,2014/10/20,126100057,平成26年度,栃木県安足土木事務所,10,パスキン工業株式会社,,09202,,No.3,2014/09/24,0003,2014-8-26,36,23,17.6900,139,29,04.7900,1,98.98,5.00,岩盤,12610005703.pdf,36.38824722,139.48466389,足利市,名草中町
12610005704,2014/10/20,126100057,平成26年度,栃木県安足土木事務所,10,パスキン工業株式会社,,09202,,No.4,2014/09/24,0004,2014-8-29,36,23,18.1000,139,29,04.1500,1,92.66,9.00,岩盤,12610005704.pdf,36.38836111,139.48448611,足利市,名草中町
12610010101,2014/08/27,126100101,平成26年度,栃木県安足土木事務所,10,株式会社フジタ地質,,09204,,NO.BV.1,2014/08/28,0001,2014-7-2,36,23,47.0000,139,37,52.0000,1,47.35,5.05,岩盤,12610010101.pdf,36.39638889,139.63111111,佐野市,
12610010102,2014/08/27,126100101,平成26年度,栃木県安足土木事務所,10,株式会社フジタ地質,,09204,,NO.BV.2,2014/08/28,0002,2014-7-5,36,23,47.0000,139,37,52.0000,1,44.10,5.00,岩盤,12610010102.pdf,36.39638889,139.63111111,佐野市,
12610010901,2014/11/05,126100109,平成26年度,栃木県安足土木事務所,10,須田地下工機株式会社,,09204,(菊沢川橋),NO.1(右岸),2014/10/16,0001,2014-9-8,36,19,37.0000,139,33,54.0000,1,37.14,15.45,土質,12610010901.pdf,36.32694444,139.565,佐野市,堀米町
12610010902,2014/11/05,126100109,平成26年度,栃木県安足土木事務所,10,須田地下工機株式会社,,09204,(菊沢川橋),NO.2(左岸),2014/10/16,0002,2014-9-1,36,19,35.0000,139,33,56.0000,1,37.37,16.45,土質,12610010902.pdf,36.32638889,139.56555556,佐野市,堀米町
12610016401,2014/11/06,126100164,平成26年度,栃木県安足土木事務所,10,福原地質基礎株式会社,,09202,,NO.1,2014/10/31,1,2014-10-31,36,20,23.0000,139,28,34.0000,1,31.17,13.43,土質,12610016401.pdf,36.33972222,139.47611111,足利市,富士見町
12610030001,2015/03/27,126100300,平成26年度,栃木県安足土木事務所,10,パスキン工業株式会社,,09202,本城一丁目,B-1,2015/03/10,0001,2015-2-3,36,21,01.3000,139,27,05.4000,1,69.24,12.45,土質,12610030001.pdf,36.35036111,139.4515,足利市,本城
12610030002,2015/03/27,126100300,平成26年度,栃木県安足土木事務所,10,パスキン工業株式会社,,09202,本城一丁目,B-2,2015/03/10,0002,2015-1-31,36,21,02.2000,139,27,05.5000,1,67.35,7.45,土質,12610030002.pdf,36.35061111,139.45152778,足利市,本城
12610030003,2015/03/27,126100300,平成26年度,栃木県安足土木事務所,10,パスキン工業株式会社,,09202,本城一丁目,B-3,2015/03/10,0003,2015-1-30,36,21,03.3000,139,27,05.7000,1,70.72,7.45,土質,12610030003.pdf,36.35091667,139.45158333,足利市,本城
12610030004,2015/03/27,126100300,平成26年度,栃木県安足土木事務所,10,パスキン工業株式会社,,09202,本城一丁目,B-4,2015/03/10,0004,2015-2-4,36,21,02.0000,139,27,06.1000,1,63.73,6.45,土質,12610030004.pdf,36.35055556,139.45169444,足利市,本城
12601040001,2015/08/31,126010400,平成26年度,栃木県宇都宮土木事務所,01,福原地質基礎株式会社,,09201,,NO.B-1,2015/08/21,0001,2015-6-12,36,34,29.3100,139,53,25.9100,1,118.17,12.19,岩盤,12601040001.pdf,36.57480833,139.89053056,宇都宮市,上大曽町
12601040002,2015/08/31,126010400,平成26年度,栃木県宇都宮土木事務所,01,福原地質基礎株式会社,,09201,,NO.B-2,2015/08/21,0002,2015-6-26,36,34,29.1500,139,53,13.0200,1,121.91,13.20,岩盤,12601040002.pdf,36.57476389,139.88695,宇都宮市,八幡台
12601040003,2015/08/31,126010400,平成26年度,栃木県宇都宮土木事務所,01,福原地質基礎株式会社,,09201,,NO.B-3,2015/08/21,0003,2015-6-19,36,34,24.9900,139,52,52.5600,1,129.38,18.20,岩盤,12601040003.pdf,36.57360833,139.88126667,宇都宮市,下戸祭
12601040101,2015/09/01,126010401,平成26年度,栃木県宇都宮土木事務所,01,株式会社アーステック,,09201,,B-4,2015/08/21,0001,2015-7-11,36,34,27.7810,139,52,36.8750,1,129.54,23.05,土質,12601040101.pdf,36.57438361,139.87690972,宇都宮市,下戸祭
12601040102,2015/09/01,126010401,平成26年度,栃木県宇都宮土木事務所,01,株式会社アーステック,,09201,,B-5,2015/08/21,0002,2015-7-3,36,34,29.2020,139,52,30.0690,1,128.14,24.11,土質,12601040102.pdf,36.57477833,139.87501917,宇都宮市,戸祭町
12601044101,2015/06/17,126010441,平成26年度,栃木県宇都宮土木事務所,01,須田地下工機株式会社,,09301,上郷,B N0.1,2015/06/11,0001,2015-5-21,36,26,34.0000,139,55,32.0000,1,67.00,18.32,土質,12601044101.pdf,36.44277778,139.92555556,上三川町,上郷
12601044201,2015/06/16,126010442,平成26年度,栃木県宇都宮土木事務所,01,株式会社フジタ地質,,09301,上郷,BNo.2,2015/06/11,0001,2015-5-21,36,26,34.0000,139,55,31.0000,1,66.80,12.00,土質,12601044201.pdf,36.44277778,139.92527778,上三川町,上郷
12602031201,2015/09/01,126020312,平成26年度,栃木県鹿沼土木事務所,02,パスキン工業株式会社,,09205,上粕尾,BNo.1,2015/07/28,0001,2015-7-9,36,34,26.0000,139,32,18.0000,1,358.20,15.85,岩盤,12602031201.pdf,36.57388889,139.53833333,鹿沼市,
12602031202,2015/09/01,126020312,平成26年度,栃木県鹿沼土木事務所,02,パスキン工業株式会社,,09205,上粕尾,BNo.2,2015/07/28,0002,2015-7-2,36,34,28.0000,139,32,20.0000,1,348.98,7.85,岩盤,12602031202.pdf,36.57444444,139.53888889,鹿沼市,
12602031203,2015/09/01,126020312,平成26年度,栃木県鹿沼土木事務所,02,パスキン工業株式会社,,09205,上粕尾,BNo.3,2015/07/28,0003,2015-6-29,36,34,28.0000,139,32,21.0000,1,349.59,8.85,岩盤,12602031203.pdf,36.57444444,139.53916667,鹿沼市,
12602031204,2015/09/01,126020312,平成26年度,栃木県鹿沼土木事務所,02,パスキン工業株式会社,,09205,上粕尾,BNo.4,2015/07/28,0004,2015-6-24,36,34,28.0000,139,32,23.0000,1,357.98,6.85,岩盤,12602031204.pdf,36.57444444,139.53972222,鹿沼市,
12602031401,2015/09/02,126020314,平成26年度,栃木県鹿沼土木事務所,02,須田地下工機株式会社,,09205,上粕尾,BNO.1,2015/07/28,0001,2015-7-9,36,34,37.0000,139,32,10.0000,1,367.05,12.03,岩盤,12602031401.pdf,36.57694444,139.53611111,鹿沼市,
12602031402,2015/09/02,126020314,平成26年度,栃木県鹿沼土木事務所,02,須田地下工機株式会社,,09205,上粕尾,BNO.2,2015/07/28,0002,2015-7-9,36,34,38.0000,139,32,10.0000,1,367.15,11.04,岩盤,12602031402.pdf,36.57722222,139.53611111,鹿沼市,
12602031403,2015/09/02,126020314,平成26年度,栃木県鹿沼土木事務所,02,須田地下工機株式会社,,09205,上粕尾,BNO.3,2015/07/28,0003,2015-7-9,36,34,39.0000,139,32,10.0000,1,367.25,9.00,岩盤,12602031403.pdf,36.5775,139.53611111,鹿沼市,
12602031404,2015/09/02,126020314,平成26年度,栃木県鹿沼土木事務所,02,須田地下工機株式会社,,09205,上粕尾,BNO.4,2015/07/28,0004,2015-6-25,36,34,38.0000,139,32,11.0000,1,368.87,11.08,岩盤,12602031404.pdf,36.57722222,139.53638889,鹿沼市,
12602031501,2015/09/02,126020315,平成26年度,栃木県鹿沼土木事務所,02,株式会社アーステック,,09322,上粕尾,B-1 (右岸),2015/07/28,0001,2015-6-9,36,34,36.1600,139,31,51.8300,1,393.01,10.00,岩盤,12602031501.pdf,36.57671111,139.53106389,鹿沼市,
12602031502,2015/09/02,126020315,平成26年度,栃木県鹿沼土木事務所,02,株式会社アーステック,,09322,上粕尾,B-2 (センター),2015/07/28,0002,2015-6-13,36,34,37.2400,139,31,51.8700,1,381.90,8.00,岩盤,12602031502.pdf,36.57701111,139.531075,鹿沼市,
12602031503,2015/09/02,126020315,平成26年度,栃木県鹿沼土木事務所,02,株式会社アーステック,,09322,上粕尾,B-3 (左岸),2015/07/28,0003,2015-6-2,36,34,38.9000,139,31,51.8500,1,389.07,10.03,岩盤,12602031503.pdf,36.57747222,139.53106944,鹿沼市,
12602031504,2015/09/02,126020315,平成26年度,栃木県鹿沼土木事務所,02,株式会社アーステック,,09322,上粕尾,B-4 (下流),2015/07/28,0004,2015-6-20,36,34,37.2000,139,31,52.2500,1,381.25,7.00,岩盤,12602031504.pdf,36.577,139.53118056,鹿沼市,
12602035901,2015/06/09,126020359,平成26年度,栃木県鹿沼土木事務所,02,福原地質基礎株式会社,,09205,上粕尾,NO.B-1,2015/05/29,0001,2015-3-25,36,34,25.9200,139,32,26.3900,1,361.62,11.13,土質,12602035901.pdf,36.57386667,139.54066389,鹿沼市,
12602035902,2015/06/09,126020359,平成26年度,栃木県鹿沼土木事務所,02,福原地質基礎株式会社,,09205,上粕尾,NO.B-2,2015/05/29,0002,2015-3-25,36,34,26.1500,139,32,27.0200,1,365.53,12.12,土質,12602035902.pdf,36.57393056,139.54083889,鹿沼市,
12602035903,2015/06/09,126020359,平成26年度,栃木県鹿沼土木事務所,02,福原地質基礎株式会社,,09205,上粕尾,NO.B-3,2015/05/29,0003,2015-3-25,36,34,29.1100,139,32,24.1500,1,367.16,13.04,岩盤,12602035903.pdf,36.57475278,139.54004167,鹿沼市,
12602035904,2015/06/09,126020359,平成26年度,栃木県鹿沼土木事務所,02,福原地質基礎株式会社,,09205,上粕尾,NO.B-4,2015/05/29,0004,2015-3-25,36,34,29.3600,139,32,24.6900,1,367.95,11.05,岩盤,12602035904.pdf,36.57482222,139.54019167,鹿沼市,
12603035301,2015/06/08,126030353,平成26年度,栃木県日光土木事務所,03,株式会社アーステック,,09206,土沢,B-1 (高橋橋-左岸),2015/05/22,0001,2015-3-13,36,42,00.7500,139,43,20.9100,1,323.28,10.32,土質,12603035301.pdf,36.70020833,139.722475,日光市,土沢
12603035302,2015/06/08,126030353,平成26年度,栃木県日光土木事務所,03,株式会社アーステック,,09206,土沢,B-2 (高橋橋-右岸),2015/05/22,0002,2015-3-17,36,42,00.2000,139,43,20.7900,1,323.75,10.13,土質,12603035302.pdf,36.70005556,139.72244167,日光市,土沢
12603035303,2015/06/08,126030353,平成26年度,栃木県日光土木事務所,03,株式会社アーステック,,09206,土沢,B-3 (橋本橋-左岸),2015/05/22,0003,2015-3-3,36,41,56.4900,139,43,35.5200,1,318.31,10.15,土質,12603035303.pdf,36.699025,139.72653333,日光市,土沢
12603035304,2015/06/08,126030353,平成26年度,栃木県日光土木事務所,03,株式会社アーステック,,09206,土沢,B-4 (橋本橋-右岸),2015/05/22,0004,2015-3-9,36,41,56.3100,139,43,34.7300,1,317.96,10.30,土質,12603035304.pdf,36.698975,139.72631389,日光市,土沢
12603035305,2015/06/08,126030353,平成26年度,栃木県日光土木事務所,03,株式会社アーステック,,09206,土沢,B-5 (下阿久戸-左岸),2015/05/22,0005,2015-4-9,36,41,29.4100,139,44,12.1300,1,300.64,10.11,土質,12603035305.pdf,36.69150278,139.73670278,日光市,土沢
12603035306,2015/06/08,126030353,平成26年度,栃木県日光土木事務所,03,株式会社アーステック,,09206,土沢,B-6 (下阿久戸-右岸),2015/05/22,0006,2015-4-15,36,41,29.0900,139,44,11.4400,1,302.54,10.13,土質,12603035306.pdf,36.69141389,139.73651111,日光市,土沢
12603037401,2015/08/18,126030374,平成26年度,栃木県日光土木事務所,03,株式会社ピーシーコンサルタント,,09206,瀬尾,NO.B-1,2015/07/24,0001,2015-5-15,36,49,46.0000,139,36,57.0000,1,106.62,8.00,土質,12603037401.pdf,36.82944444,139.61583333,日光市,
12603037402,2015/08/18,126030374,平成26年度,栃木県日光土木事務所,03,株式会社ピーシーコンサルタント,,09206,瀬尾,NO.B-2,2015/07/24,0002,2015-5-21,36,49,46.0000,139,36,56.0000,1,102.31,7.00,土質,12603037402.pdf,36.82944444,139.61555556,日光市,
12603037403,2015/08/18,126030374,平成26年度,栃木県日光土木事務所,03,株式会社ピーシーコンサルタント,,09206,瀬尾,NO.B-3,2015/07/24,0003,2015-5-15,36,49,46.0000,139,36,56.0000,1,107.15,9.00,土質,12603037403.pdf,36.82944444,139.61555556,日光市,
12603037404,2015/08/18,126030374,平成26年度,栃木県日光土木事務所,03,株式会社ピーシーコンサルタント,,09206,瀬尾,NO.B-4,2015/07/24,0004,2015-5-21,36,49,46.0000,139,36,56.0000,1,102.34,6.00,土質,12603037404.pdf,36.82944444,139.61555556,日光市,
12603037501,2015/06/03,126030375,平成26年度,栃木県日光土木事務所,03,芙蓉地質株式会社,,09206,愛宕山,No.1,2015/05/22,0001,2015-4-11,36,52,01.1000,139,35,05.9000,1,758.12,13.00,土質,12603037501.pdf,36.86697222,139.58497222,日光市,
12603037502,2015/06/03,126030375,平成26年度,栃木県日光土木事務所,03,芙蓉地質株式会社,,09206,愛宕山,No.2,2015/05/22,0002,2015-3-30,36,52,00.8000,139,35,05.7000,1,750.77,8.00,土質,12603037502.pdf,36.86688889,139.58491667,日光市,
12603037503,2015/06/03,126030375,平成26年度,栃木県日光土木事務所,03,芙蓉地質株式会社,,09206,愛宕山,No.3,2015/05/22,0003,2015-4-1,36,52,01.0000,139,35,07.8000,1,757.73,16.00,土質,12603037503.pdf,36.86694444,139.5855,日光市,
12603037504,2015/06/03,126030375,平成26年度,栃木県日光土木事務所,03,芙蓉地質株式会社,,09206,愛宕山,No.4,2015/05/22,0004,2015-4-8,36,52,00.5000,139,35,08.7000,1,753.05,12.00,土質,12603037504.pdf,36.86680556,139.58575,日光市,
12603037505,2015/06/03,126030375,平成26年度,栃木県日光土木事務所,03,芙蓉地質株式会社,,09206,愛宕山,No.5,2015/05/22,0005,2015-4-22,36,52,00.9000,139,35,09.5000,1,748.86,10.00,土質,12603037505.pdf,36.86691667,139.58597222,日光市,
12603037506,2015/06/03,126030375,平成26年度,栃木県日光土木事務所,03,芙蓉地質株式会社,,09206,愛宕山,No.6,2015/05/22,0006,2015-4-16,36,52,00.5000,139,35,09.6000,1,747.36,9.00,土質,12603037506.pdf,36.86680556,139.586,日光市,
12603037507,2015/06/03,126030375,平成26年度,栃木県日光土木事務所,03,芙蓉地質株式会社,,09206,愛宕山,No.7,2015/05/22,0007,2015-3-21,36,52,00.5000,139,35,12.6000,1,741.59,6.00,土質,12603037507.pdf,36.86680556,139.58683333,日光市,
12603037508,2015/06/03,126030375,平成26年度,栃木県日光土木事務所,03,芙蓉地質株式会社,,09206,愛宕山,No.8,2015/05/22,0008,2015-4-29,36,51,59.9000,139,35,12.7000,1,741.59,5.00,土質,12603037508.pdf,36.86663889,139.58686111,日光市,
12603038001,2015/07/10,126030380,平成26年度,栃木県日光土木事務所,03,第一測工株式会社,,09206,中宮祠,BP-4,2015/07/03,1,2015-3-24,36,44,30.1600,139,29,35.4500,1,1305.68,5.00,土質,12603038001.pdf,36.74171111,139.49318056,日光市,中宮祠
12603038002,2015/07/10,126030380,平成26年度,栃木県日光土木事務所,03,第一測工株式会社,,09206,中宮祠,BP-5,2015/07/03,2,2015-3-20,36,44,29.0300,139,29,35.7800,1,1297.55,5.00,土質,12603038002.pdf,36.74139722,139.49327222,日光市,中宮祠
12603038003,2015/07/10,126030380,平成26年度,栃木県日光土木事務所,03,第一測工株式会社,,09206,中宮祠,BP-6,2015/07/03,3,2015-3-30,36,44,26.7500,139,29,36.9300,1,1290.81,10.00,土質,12603038003.pdf,36.74076389,139.49359167,日光市,中宮祠
12603038004,2015/07/10,126030380,平成26年度,栃木県日光土木事務所,03,第一測工株式会社,,09206,中宮祠,BP-7,2015/07/03,4,2015-3-19,36,44,28.1500,139,29,39.6800,1,1299.79,4.00,土質,12603038004.pdf,36.74115278,139.49435556,日光市,中宮祠
12603038005,2015/07/10,126030380,平成26年度,栃木県日光土木事務所,03,第一測工株式会社,,09206,中宮祠,BP-8,2015/07/03,5,2015-3-18,36,44,28.9500,139,29,41.2700,1,1307.53,4.00,土質,12603038005.pdf,36.741375,139.49479722,日光市,中宮祠
12603038006,2015/07/10,126030380,平成26年度,栃木県日光土木事務所,03,第一測工株式会社,,09206,中宮祠,BS-4,2015/07/03,6,2015-5-27,36,44,29.9500,139,29,27.8600,1,1305.57,5.00,土質,12603038006.pdf,36.74165278,139.49107222,日光市,中宮祠
12603038007,2015/07/10,126030380,平成26年度,栃木県日光土木事務所,03,第一測工株式会社,,09206,中宮祠,BS-5,2015/07/03,7,2015-5-28,36,44,30.8700,139,29,28.0800,1,1297.37,4.00,土質,12603038007.pdf,36.74190833,139.49113333,日光市,中宮祠
12603038008,2015/07/10,126030380,平成26年度,栃木県日光土木事務所,03,第一測工株式会社,,09206,中宮祠,BS-6,2015/07/03,8,2015-5-25,36,44,29.9500,139,29,27.8600,1,1298.01,4.00,土質,12603038008.pdf,36.74165278,139.49107222,日光市,中宮祠
