管理番号,登録年月日,設計書コード,実施年度,管轄土木事務所,管轄事務所コード,ボーリング業者,市町村,市町村コード,大字,ボーリング名,完了,ボーリング連番,採取日,緯度_度,緯度_分,緯度_秒,経度_度,経度_分,経度_秒,測地系,孔口標高（m）,掘進長（m）,柱状図区分,関連ファイル名,緯度(10進),経度(10進),市町村(逆ジオコード),区域(逆ジオコード)
12001015501,2009/3/5,120010155,平成20年度,栃木県宇都宮土木事務所,1,株式外社中央土木工学研究所,,9201,荒針,B-1,2008/11/30,1,2008/9/8,36,33,41.77,139,49,55.29,世界測地系,123.76,8,土質,12001015501.pdf,36.5616,139.831339,宇都宮市,下荒針町
12001015502,2009/3/5,120010155,平成20年度,栃木県宇都宮土木事務所,1,株式外社中央土木工学研究所,,9201,荒針,B-2,2008/11/30,2,2008/10/15,36,33,41.76,139,49,52.82,世界測地系,137.47,10,土質,12001015502.pdf,36.562053,139.828744,宇都宮市,下荒針町
12001015503,2009/3/5,120010155,平成20年度,栃木県宇都宮土木事務所,1,株式外社中央土木工学研究所,,9201,荒針,B-3,2008/11/30,3,2008/9/2,36,33,43.39,139,49,43.48,世界測地系,148.74,20,土質,12001015503.pdf,36.561475,139.828319,宇都宮市,下荒針町
12001015504,2009/3/5,120010155,平成20年度,栃木県宇都宮土木事務所,1,株式外社中央土木工学研究所,,9201,荒針,B-4,2008/11/30,4,2008/9/8,36,33,41.31,139,49,41.95,世界測地系,177.59,6.37,土質,12001015504.pdf,36.675556,139.901111,宇都宮市,中里町
12001018101,2009/1/13,120010181,平成20年度,栃木県宇都宮土木事務所,1,福原地質基礎株式会社,,9201,中里,NO.B-1,2008/11/11,1,2008/11/11,36,40,32,139,54,4,世界測地系,176.2,6.15,土質,12001018101.pdf,36.673056,139.901389,宇都宮市,中里町
12001018102,2009/1/13,120010181,平成20年度,栃木県宇都宮土木事務所,1,福原地質基礎株式会社,,9201,中里,NO.B-2,2008/11/11,2,2008/11/11,36,40,23,139,54,5,世界測地系,173.96,6.28,土質,12001018102.pdf,36.67,139.901944,宇都宮市,中里町
12001018103,2009/1/13,120010181,平成20年度,栃木県宇都宮土木事務所,1,福原地質基礎株式会社,,9201,中里,NO.B-3,2008/11/11,3,2008/11/11,36,40,12,139,54,7,世界測地系,171.17,6.43,土質,12001018103.pdf,36.666667,139.901944,宇都宮市,金田町
12001018104,2009/1/13,120010181,平成20年度,栃木県宇都宮土木事務所,1,福原地質基礎株式会社,,9201,中里,NO.B-4,2008/11/11,4,2008/11/11,36,40,0,139,54,7,世界測地系,170.13,10.09,土質,12001018104.pdf,36.664167,139.901944,宇都宮市,金田町
12001018105,2009/1/13,120010181,平成20年度,栃木県宇都宮土木事務所,1,福原地質基礎株式会社,,9201,中里,NO.B-5,2008/11/11,5,2008/11/11,36,39,51,139,54,7,世界測地系,82.98,5.45,土質,12001018105.pdf,36.491258,139.881133,宇都宮市,下反町町
12001022801,2009/3/10,120010228,平成20年度,栃木県宇都宮土木事務所,1,有限会社菅沼ボーリング,,9201,,No.1,2008/11/27,1,2008/10/20,36,29,28.527,139,52,52.08,世界測地系,82.64,5.45,土質,12001022801.pdf,36.491011,139.880353,宇都宮市,下反町町
12001022802,2009/3/10,120010228,平成20年度,栃木県宇都宮土木事務所,1,有限会社菅沼ボーリング,,9201,,No.2,2008/11/27,2,2008/10/16,36,29,27.639,139,52,49.272,世界測地系,82.98,5.45,土質,12001022802.pdf,36.49086,139.879819,宇都宮市,下反町町
12001022803,2009/3/10,120010228,平成20年度,栃木県宇都宮土木事務所,1,有限会社菅沼ボーリング,,9201,,No.3,2008/11/27,3,2008/10/7,36,29,27.096,139,52,47.348,世界測地系,83.15,6.45,土質,12001022803.pdf,36.491303,139.87905,宇都宮市,雀宮町
12001022804,2009/3/10,120010228,平成20年度,栃木県宇都宮土木事務所,1,有限会社菅沼ボーリング,,9201,,No.4,2008/11/27,4,2008/10/14,36,29,28.69,139,52,44.581,世界測地系,99.94,8.42,その他,12001022804.pdf,36.499111,139.912694,宇都宮市,砂田町
12001024201,2009/4/17,120010242,平成20年度,栃木県宇都宮土木事務所,1,株式会社シー・アイ・エス,,9201,砂田,No.B-1,2008/10/27,1,2008/9/25,36,29,56.8,139,54,45.7,世界測地系,204.92,10.2,土質,12001024201.pdf,36.703219,139.867272,宇都宮市,宮山田町
12001027201,2009/2/26,120010272,平成20年度,栃木県宇都宮土木事務所,1,株式会社アーステック,,9201,逆面山田,No.B-1,2008/12/15,1,2008/11/6,36,42,11.59,139,52,2.18,世界測地系,128.2,8.45,土質,12001027201.pdf,36.568889,139.861944,宇都宮市,北一の沢町
12001033801,2010/3/29,120010338,平成20年度,栃木県宇都宮土木事務所,1,第一測工株式会社,,9201,一の沢,No.1,2009/1/9,1,2008/12/17,36,34,8,139,51,43,世界測地系,127.76,6.45,土質,12001033801.pdf,36.569167,139.862222,宇都宮市,北一の沢町
12001033802,2010/3/29,120010338,平成20年度,栃木県宇都宮土木事務所,1,第一測工株式会社,,9201,一の沢,No.2,2009/1/9,2,2008/12/19,36,34,9,139,51,44,世界測地系,313.73,11.25,土質,12001033802.pdf,36.569444,139.555278,鹿沼市,
12002001501,2008/8/11,120020015,平成20年度,栃木県鹿沼土木事務所,2,パスキン工業株式会社,,9205,上粕尾,B-1(斜面上部),2008/7/25,1,2008/6/16,36,34,10,139,33,19,世界測地系,305.18,8.25,土質,12002001501.pdf,36.569444,139.555278,鹿沼市,
12002001502,2008/8/11,120020015,平成20年度,栃木県鹿沼土木事務所,2,パスキン工業株式会社,,9205,上粕尾,B-2(斜面中部),2008/7/25,2,2008/6/18,36,34,10,139,33,19,世界測地系,300.36,30,土質,12002001502.pdf,36.617089,139.686594,鹿沼市,
12002002802,2009/3/9,120020028,平成20年度,栃木県鹿沼土木事務所,2,川崎地質株式会社,,9205,引田,BV-1,2008/11/7,2,2008/9/4,36,37,1.52,139,41,11.74,世界測地系,281.61,30,岩盤,12002002802.pdf,36.613053,139.679439,鹿沼市,
12002002803,2009/3/9,120020028,平成20年度,栃木県鹿沼土木事務所,2,川崎地質株式会社,,9205,引田,BV-2,2008/11/7,3,2008/9/15,36,36,46.99,139,40,45.98,世界測地系,281.33,26.08,岩盤,12002002803.pdf,36.612458,139.678761,鹿沼市,
12002002804,2009/3/9,120020028,平成20年度,栃木県鹿沼土木事務所,2,川崎地質株式会社,,9205,引田,BV-3,2008/11/7,4,2008/9/23,36,36,44.85,139,40,43.54,世界測地系,267.17,20,岩盤,12002002804.pdf,36.612742,139.678386,鹿沼市,
12002002805,2009/3/9,120020028,平成20年度,栃木県鹿沼土木事務所,2,川崎地質株式会社,,9205,引田,BV-4,2008/11/7,5,2008/9/13,36,36,45.87,139,40,42.19,世界測地系,141.56,12,岩盤,12002002805.pdf,36.56,139.743333,鹿沼市,三幸町
12002029801,2009/4/30,120020298,平成20年度,栃木県鹿沼土木事務所,2,芙蓉地質株式会社,,9205,,No.1(富士見橋),2009/3/10,1,2009/2/6,36,33,36,139,44,36,世界測地系,1015.33,7,土質,12002029801.pdf,36.743667,139.516194,日光市,中宮祠
12003002501,2008/8/13,120030025,平成20年度,栃木県日光土木事務所,3,芙蓉地質株式会社,,9206,いろは坂,B-No.1（STA.No.2+15R）,2008/7/28,1,2008/6/16,36,44,37.2,139,30,58.3,世界測地系,1010.36,8.01,土質,12003002501.pdf,36.7435,139.516389,日光市,中宮祠
12003002502,2008/8/13,120030025,平成20年度,栃木県日光土木事務所,3,芙蓉地質株式会社,,9206,いろは坂,B-No.2（STA.No.2+15L）,2008/7/28,2,2008/6/10,36,44,36.6,139,30,59,世界測地系,672.75,8,土質,12003002502.pdf,36.741644,139.608754,日光市,御幸町
12003008501,2009/2/25,120030085,平成20年度,栃木県日光土木事務所,3,有限会社菅沼ボーリング,,9206,,B-1,2008/12/10,1,2008/11/13,36,44,29.917,139,36,31.514,世界測地系,659.29,7,岩盤,12003008501.pdf,36.741726,139.608441,日光市,御幸町
12003008502,2009/2/25,120030085,平成20年度,栃木県日光土木事務所,3,有限会社菅沼ボーリング,,9206,,B-2,2008/12/10,2,2008/12/6,36,44,30.214,139,36,30.388,世界測地系,672.53,7,岩盤,12003008502.pdf,36.741511,139.608476,日光市,御幸町
12003008504,2009/2/25,120030085,平成20年度,栃木県日光土木事務所,3,有限会社菅沼ボーリング,,9206,,B-4,2008/12/10,4,2008/11/13,36,44,29.441,139,36,30.515,世界測地系,1355.52,9.01,岩盤,12003008504.pdf,36.865556,139.388611,日光市,
12003009101,2009/1/16,120030091,平成20年度,栃木県日光土木事務所,3,福原地質基礎株式会社,,9206,川俣,NO.B-1,2008/11/28,1,2008/9/29,36,51,56,139,23,19,世界測地系,1391.86,9.24,岩盤,12003009101.pdf,36.865278,139.388611,日光市,
12003009102,2009/1/16,120030091,平成20年度,栃木県日光土木事務所,3,福原地質基礎株式会社,,9206,川俣,NO.B-2,2008/11/28,2,2008/11/6,36,51,55,139,23,19,世界測地系,1357.55,5.07,岩盤,12003009102.pdf,36.865556,139.388333,日光市,
12003009103,2009/1/16,120030091,平成20年度,栃木県日光土木事務所,3,福原地質基礎株式会社,,9206,川俣,NO.B-3,2008/11/28,3,2008/10/2,36,51,56,139,23,18,世界測地系,1394.77,12.01,岩盤,12003009103.pdf,36.865278,139.388333,日光市,
12003009104,2009/1/16,120030091,平成20年度,栃木県日光土木事務所,3,福原地質基礎株式会社,,9206,川俣,NO.B-4,2008/11/28,4,2008/11/6,36,51,55,139,23,18,世界測地系,1356.81,8.29,岩盤,12003009104.pdf,36.865556,139.388056,日光市,
12003009105,2009/1/16,120030091,平成20年度,栃木県日光土木事務所,3,福原地質基礎株式会社,,9206,川俣,NO.B-5,2008/11/28,5,2008/11/12,36,51,56,139,23,17,世界測地系,1387.92,12.03,岩盤,12003009105.pdf,36.865278,139.388056,日光市,
12003009106,2009/1/16,120030091,平成20年度,栃木県日光土木事務所,3,福原地質基礎株式会社,,9206,川俣,NO.B-6,2008/11/28,6,2008/11/10,36,51,55,139,23,17,世界測地系,1040,9,岩盤,12003009106.pdf,36.875931,139.519056,日光市,
12003027201,2009/7/17,120030272,平成20年度,栃木県日光土木事務所,3,株式会社ニュージェック栃木事務所,,9206,川俣,BRGNo.1,2009/3/10,1,2009/1/6,36,52,33.35,139,31,8.6,世界測地系,391.8,15,土質,12003027201.pdf,36.71,139.676167,日光市,平ケ崎
12003028101,2009/4/9,120030281,平成20年度,栃木県日光土木事務所,3,株式会社日さく,,9207,平ヶ崎,No.1,2009/2/17,1,2009/2/17,36,42,36,139,40,34.2,世界測地系,395.85,7,土質,12003028101.pdf,36.709722,139.677444,日光市,平ケ崎
12003028102,2009/4/9,120030281,平成20年度,栃木県日光土木事務所,3,株式会社日さく,,9207,平ヶ崎,No.2,2009/2/17,2,2009/2/17,36,42,35,139,40,38.8,世界測地系,970.33,11.02,土質,12003028102.pdf,36.743611,139.517778,日光市,中宮祠
12003040801,2009/4/24,120030408,平成20年度,栃木県日光土木事務所,3,パスキン工業株式会社,,9206,いろは坂,No.47-3,2009/3/25,1,2009/3/3,36,44,37,139,31,4,世界測地系,964.03,15.05,土質,12003040801.pdf,36.743889,139.517778,日光市,中宮祠
12003040802,2009/4/24,120030408,平成20年度,栃木県日光土木事務所,3,パスキン工業株式会社,,9206,いろは坂,No.47-4,2009/3/25,2,2009/3/3,36,44,38,139,31,4,世界測地系,164.46,9,土質,12003040802.pdf,36.452492,140.138519,益子町,上大羽
12004001301,2008/10/6,120040013,平成20年度,栃木県真岡土木事務所,4,株式外社中央土木工学研究所,,9342,上大羽,B-1,2008/8/20,1,2008/7/14,36,27,8.97,140,8,18.67,世界測地系,158.97,7,岩盤,12004001301.pdf,36.452397,140.138631,益子町,上大羽
12004001302,2008/10/6,120040013,平成20年度,栃木県真岡土木事務所,4,株式外社中央土木工学研究所,,9342,上大羽,B-2,2008/8/20,2,2008/7/18,36,27,8.63,140,8,19.07,世界測地系,163.73,9,岩盤,12004001302.pdf,36.452347,140.138742,益子町,上大羽
12004001303,2008/10/6,120040013,平成20年度,栃木県真岡土木事務所,4,株式外社中央土木工学研究所,,9342,上大羽,B-3,2008/8/20,3,2008/7/24,36,27,8.45,140,8,19.47,世界測地系,141.16,5.3,岩盤,12004001303.pdf,36.468056,140.158611,茂木町,飯
12004002001,2009/8/4,120040020,平成20年度,栃木県真岡土木事務所,4,大日本コンサルタント株式会社宇都宮事務所,,9343,鐙石,No.1,2008/7/10,1,2008/6/10,36,28,5,140,9,31,世界測地系,140.92,5.2,土質,12004002001.pdf,36.468611,140.158889,茂木町,飯
12004002002,2009/8/4,120040020,平成20年度,栃木県真岡土木事務所,4,大日本コンサルタント株式会社宇都宮事務所,,9343,鐙石,No.2,2008/7/10,2,2008/6/5,36,28,7,140,9,32,世界測地系,140.01,5.16,土質,12004002002.pdf,36.468333,140.159167,茂木町,飯
12004002003,2009/8/4,120040020,平成20年度,栃木県真岡土木事務所,4,大日本コンサルタント株式会社宇都宮事務所,,9343,鐙石,No.3,2008/7/10,3,2008/6/12,36,28,6,140,9,33,世界測地系,143.48,7.03,土質,12004002003.pdf,36.455278,140.185833,茂木町,小貫
12004008801,2008/10/2,120040088,平成20年度,栃木県真岡土木事務所,4,日本測地株式会社,,9343,小貫,B-1,2008/9/16,1,2008/7/17,36,27,19,140,11,9,世界測地系,144.01,7.04,土質,12004008801.pdf,36.455278,140.185833,茂木町,小貫
12004008802,2008/10/2,120040088,平成20年度,栃木県真岡土木事務所,4,日本測地株式会社,,9343,小貫,B-2,2008/9/16,2,2008/7/23,36,27,19,140,11,9,世界測地系,153.53,7.04,土質,12004008802.pdf,36.456111,140.188333,茂木町,小貫
12004008803,2008/10/2,120040088,平成20年度,栃木県真岡土木事務所,4,日本測地株式会社,,9343,小貫,B-3,2008/9/16,3,2008/7/25,36,27,22,140,11,18,世界測地系,105.5,10,土質,12004008803.pdf,36.564858,140.057228,芳賀町,祖母井
12004016801,2009/5/20,120040168,平成20年度,栃木県真岡土木事務所,4,株式外社中央土木工学研究所,,9345,芳志戸,L1,2009/3/26,1,2008/11/5,36,33,53.49,140,3,26.02,世界測地系,107.19,10,土質,12004016801.pdf,36.568922,140.056547,芳賀町,芳志戸
12004016802,2009/5/20,120040168,平成20年度,栃木県真岡土木事務所,4,株式外社中央土木工学研究所,,9345,芳志戸,L2,2009/3/26,2,2008/10/30,36,34,8.12,140,3,23.57,世界測地系,106.14,10,土質,12004016802.pdf,36.568772,140.054136,芳賀町,芳志戸
12004016803,2009/5/20,120040168,平成20年度,栃木県真岡土木事務所,4,株式外社中央土木工学研究所,,9345,芳志戸,L3,2009/3/26,3,2008/10/20,36,34,7.58,140,3,14.89,世界測地系,105.35,10,土質,12004016803.pdf,36.565017,140.054686,芳賀町,芳志戸
12004016804,2009/5/20,120040168,平成20年度,栃木県真岡土木事務所,4,株式外社中央土木工学研究所,,9345,芳志戸,R1,2009/3/26,4,2008/10/28,36,33,54.06,140,3,16.87,世界測地系,105.5,10,土質,12004016804.pdf,36.565006,140.0515,芳賀町,芳志戸
12004016805,2009/5/20,120040168,平成20年度,栃木県真岡土木事務所,4,株式外社中央土木工学研究所,,9345,芳志戸,R2,2009/3/26,5,2008/10/21,36,33,54.02,140,3,5.4,世界測地系,106.22,10,土質,12004016805.pdf,36.568406,140.051214,芳賀町,芳志戸
12004016806,2009/5/20,120040168,平成20年度,栃木県真岡土木事務所,4,株式外社中央土木工学研究所,,9345,芳志戸,R3,2009/3/26,6,2008/10/24,36,34,6.26,140,3,4.37,世界測地系,86.52,8,土質,12004016806.pdf,36.52981,140.192827,茂木町,茂木
12004040601,2009/4/28,120040406,平成20年度,栃木県真岡土木事務所,4,日本測地株式会社,,9343,茂木バイパス,No.1,2009/3/25,1,2009/3/3,36,31,36,140,11,46,0,85.44,8,土質,12004040601.pdf,36.530088,140.192827,茂木町,茂木
12004040602,2009/4/28,120040406,平成20年度,栃木県真岡土木事務所,4,日本測地株式会社,,9343,茂木バイパス,No.2,2009/3/25,2,2009/3/4,36,31,37,140,11,46,0,117.35,10.45,土質,12004040602.pdf,36.580778,140.004667,芳賀町,下高根沢
12004041501,2009/5/14,120040415,平成20年度,栃木県真岡土木事務所,4,芙蓉地質株式会社,,9345,大塚,No.1,2009/3/25,1,2009/3/2,36,34,50.8,140,0,16.8,世界測地系,117.25,11.51,土質,12004041501.pdf,36.580528,140.00475,芳賀町,下高根沢
12004041502,2009/5/14,120040415,平成20年度,栃木県真岡土木事務所,4,芙蓉地質株式会社,,9345,大塚,No.2,2009/3/25,2,2009/2/27,36,34,49.9,140,0,17.1,世界測地系,121.76,14.45,土質,12004041502.pdf,36.582,140.007361,芳賀町,下高根沢
12004041503,2009/5/14,120040415,平成20年度,栃木県真岡土木事務所,4,芙蓉地質株式会社,,9345,大塚,No.3,2009/3/25,3,2009/2/28,36,34,55.2,140,0,26.5,世界測地系,121.85,14.38,土質,12004041503.pdf,36.582056,140.007583,芳賀町,下高根沢
12004041504,2009/5/14,120040415,平成20年度,栃木県真岡土木事務所,4,芙蓉地質株式会社,,9345,大塚,No.4,2009/3/25,4,2009/2/24,36,34,55.4,140,0,27.3,世界測地系,235.37,4.02,土質,12004041504.pdf,36.471944,139.597222,栃木市,出流町
12005015401,2009/1/13,120050154,平成20年度,栃木県栃木土木事務所,5,福原地質基礎株式会社,,9203,,NO.B-1,2008/11/12,1,2008/11/12,36,28,19,139,35,50,世界測地系,228.21,5.08,岩盤,12005015401.pdf,36.471944,139.5975,栃木市,出流町
12005015402,2009/1/13,120050154,平成20年度,栃木県栃木土木事務所,5,福原地質基礎株式会社,,9203,,NO.B-2,2008/11/12,2,2008/11/12,36,28,19,139,35,51,世界測地系,236.16,7.13,岩盤,12005015402.pdf,36.471667,139.5975,栃木市,出流町
12005015403,2009/1/13,120050154,平成20年度,栃木県栃木土木事務所,5,福原地質基礎株式会社,,9203,,NO.B-3,2008/11/12,3,2008/11/12,36,28,18,139,35,51,世界測地系,225.09,5.07,岩盤,12005015403.pdf,36.471667,139.597222,栃木市,出流町
12005015404,2009/1/13,120050154,平成20年度,栃木県栃木土木事務所,5,福原地質基礎株式会社,,9203,,NO.B-4,2008/11/12,4,2008/11/12,36,28,18,139,35,50,世界測地系,39.94,15.37,岩盤,12005015404.pdf,36.354722,139.715556,栃木市,大平町川連
12005025301,2009/1/30,120050253,平成20年度,栃木県栃木土木事務所,5,芙蓉地質株式会社,,9365,川連,B-No.1,2008/11/7,1,2008/9/25,36,21,17,139,42,56,世界測地系,38.49,15.35,土質,12005025301.pdf,36.353611,139.716944,栃木市,大平町川連
12005025302,2009/1/30,120050253,平成20年度,栃木県栃木土木事務所,5,芙蓉地質株式会社,,9365,川連,B-No.2,2008/11/7,2,2008/9/1,36,21,13,139,43,1,世界測地系,92.2,21.45,土質,12005025302.pdf,36.437611,139.668111,栃木市,大久保町
